time_s,allocated_gb,reserved_gb
10.465,0.2684,0.2684
10.516,0.2684,0.2684
10.567,0.2684,0.2684
10.618,0.2684,0.2684
10.669,0.2684,0.2684
10.719,0.2684,0.2684
10.771,0.2684,0.2684
10.821,0.2684,0.2684
10.872,0.2684,0.2684
10.923,0.2684,0.2684
10.974,0.2684,0.2684
11.025,0.2684,0.2684
11.076,0.2684,0.2684
11.127,0.0,0.0
11.178,0.0,0.0
11.23,0.0,0.0
11.281,0.0,0.0
11.332,0.0,0.0
11.383,0.0,0.0
11.434,0.0,0.0
11.484,0.0,0.0
11.535,0.0,0.0
11.585,0.0,0.0
11.636,0.0,0.0
11.686,0.0,0.0
11.736,0.0,0.0
11.787,0.0,0.0
11.837,0.0,0.0
11.887,0.0,0.0
11.938,0.0,0.0
11.988,0.0,0.0
12.038,0.0,0.0
12.089,0.0,0.0
12.139,0.0,0.0
12.189,0.0,0.0
12.24,0.0,0.0
12.29,0.0,0.0
12.34,0.0,0.0
12.391,0.0,0.0
12.441,0.0,0.0
12.491,0.0,0.0
12.542,0.0,0.0
12.592,0.0,0.0
12.642,0.0,0.0
12.692,0.0,0.0
12.743,0.0,0.0
12.793,0.0,0.0
12.844,0.0,0.0
12.894,0.0,0.0
12.944,0.0,0.0
12.995,0.0,0.0
13.045,0.0,0.0
13.095,0.0,0.0
13.146,0.0,0.0
13.196,0.0,0.0
13.246,0.0,0.0
13.296,0.0,0.0
13.347,0.0,0.0
13.397,0.0,0.0
13.448,0.0,0.0
13.498,0.0,0.0
13.548,0.0,0.0
13.599,0.0,0.0
13.649,0.0,0.0
13.7,0.0,0.0
13.75,0.0,0.0
13.8,0.0,0.0
13.851,0.0,0.0
13.901,0.0,0.0
13.952,0.0,0.0
14.002,0.0,0.0
14.052,0.0,0.0
14.103,0.0,0.0
14.153,0.0,0.0
14.203,0.0,0.0
14.253,0.0,0.0
14.304,0.0,0.0
14.354,0.0,0.0
14.405,0.2684,0.2684
14.455,0.2684,0.2684
14.507,0.0,0.0
14.557,0.2684,0.2684
14.607,0.2684,0.2684
14.658,0.2684,0.2684
14.708,0.2684,0.2684
14.758,0.2684,0.2684
14.809,0.2684,0.2684
14.859,0.2684,0.2684
14.909,0.2684,0.2684
14.96,0.2684,0.2684
15.01,0.2684,0.2684
15.061,0.2684,0.2684
15.111,0.2684,0.2684
15.161,0.2684,0.2684
15.212,0.2684,0.2684
15.262,0.2684,0.2684
15.312,0.2684,0.2684
15.362,0.2684,0.2684
15.413,0.2684,0.2684
15.463,0.2684,0.2684
15.514,0.2684,0.2684
15.58,0.0,0.0
15.63,0.0,0.0
15.68,0.0,0.0
15.731,0.0,0.0
15.781,0.0,0.0
15.832,0.0,0.0
15.882,0.0,0.0
15.933,0.0,0.0
15.983,0.0,0.0
16.034,0.0,0.0
16.084,0.0,0.0
16.135,0.0,0.0
16.186,0.0,0.0
16.236,0.0,0.0
16.287,0.0,0.0
16.338,0.0,0.0
16.389,0.0,0.0
16.439,0.0,0.0
16.49,0.0,0.0
16.541,0.0,0.0
16.591,0.0,0.0
16.642,0.0,0.0
16.693,0.0,0.0
16.744,0.0,0.0
16.794,0.0,0.0
16.845,0.0,0.0
16.895,0.0,0.0
16.946,0.0,0.0
16.996,0.0,0.0
17.047,0.0,0.0
17.097,0.0,0.0
17.148,0.0,0.0
17.198,0.0,0.0
17.249,0.0,0.0
17.3,0.0,0.0
17.35,0.0,0.0
17.401,0.0,0.0
17.452,0.0,0.0
17.502,0.0,0.0
17.553,0.0,0.0
17.603,0.0,0.0
17.654,0.0,0.0
17.704,0.0,0.0
17.754,0.0,0.0
17.805,0.0,0.0
17.856,0.0,0.0
17.906,0.0,0.0
17.956,0.0,0.0
18.007,0.0,0.0
18.058,0.0,0.0
18.108,0.0,0.0
18.158,0.0,0.0
18.209,0.0,0.0
18.26,0.0,0.0
18.31,0.0,0.0
18.361,0.0,0.0
18.411,0.0,0.0
18.462,0.0,0.0
18.512,0.0,0.0
18.563,0.0,0.0
18.613,0.0,0.0
18.664,0.0,0.0
18.714,0.0,0.0
18.765,0.0,0.0
18.815,0.0,0.0
18.866,0.0,0.0
18.916,0.0,0.0
18.967,0.0,0.0
19.017,0.0,0.0
19.068,0.0,0.0
19.119,0.0,0.0
19.169,0.0,0.0
19.22,0.0,0.0
19.27,0.0,0.0
19.32,0.0,0.0
19.371,0.0,0.0
19.421,0.0,0.0
19.471,0.0,0.0
19.522,0.0,0.0
19.572,0.0,0.0
19.622,0.0,0.0
19.673,0.0,0.0
19.723,0.0,0.0
19.773,0.0,0.0
19.824,0.0,0.0
19.874,0.0,0.0
19.924,0.0,0.0
19.975,0.0,0.0
20.025,0.0,0.0
20.075,0.0,0.0
20.126,0.0,0.0
20.176,0.0,0.0
20.226,0.0,0.0
20.277,0.0,0.0
20.327,0.0,0.0
20.377,0.0,0.0
20.428,0.0,0.0
20.478,0.0,0.0
20.529,0.0,0.0
20.579,0.0,0.0
20.629,0.0,0.0
20.679,0.0,0.0
20.73,0.0,0.0
20.78,0.0,0.0
20.83,0.0,0.0
20.881,0.0,0.0
20.931,0.0,0.0
20.981,0.0,0.0
21.031,0.0,0.0
21.082,0.0,0.0
21.132,0.0,0.0
21.183,0.0,0.0
21.233,0.0,0.0
21.283,0.0,0.0
21.334,0.0,0.0
21.384,0.0,0.0
21.434,0.0,0.0
21.484,0.0,0.0
21.535,0.0,0.0
21.585,0.0,0.0
21.636,0.0,0.0
21.686,0.0,0.0
21.736,0.0,0.0
21.786,0.0,0.0
21.837,0.0,0.0
21.887,0.0,0.0
21.937,0.0,0.0
21.988,0.0,0.0
22.038,0.0,0.0
22.088,0.0,0.0
22.139,0.0,0.0
22.189,0.0,0.0
22.24,0.0,0.0
22.29,0.0,0.0
22.341,0.0,0.0
22.391,0.0,0.0
22.441,0.5369,0.5369
22.492,0.5369,0.5369
22.542,0.5369,0.5369
22.592,0.5369,0.5369
22.643,0.5369,0.5369
22.693,0.5369,0.5369
22.743,0.5369,0.5369
22.794,0.5369,0.5369
22.844,0.5369,0.5369
22.894,0.5369,0.5369
22.945,0.5369,0.5369
22.995,0.5369,0.5369
23.045,0.5369,0.5369
23.096,0.5369,0.5369
23.146,0.5369,0.5369
23.197,0.5369,0.5369
23.247,0.5369,0.5369
23.298,0.5369,0.5369
23.348,0.5369,0.5369
23.399,0.5369,0.5369
23.449,0.5369,0.5369
23.5,0.5369,0.5369
23.55,0.5369,0.5369
23.601,0.5369,0.5369
23.651,0.5369,0.5369
23.702,0.5369,0.5369
23.752,0.5369,0.5369
23.804,0.0,0.0
23.854,0.0,0.0
23.904,0.0,0.0
23.955,0.0,0.0
24.005,0.0,0.0
24.056,0.0,0.0
24.106,0.0,0.0
24.157,0.0,0.0
24.207,0.0,0.0
24.258,0.0,0.0
24.308,0.0,0.0
24.359,0.0,0.0
24.409,0.0,0.0
24.46,0.0,0.0
24.51,0.0,0.0
24.561,0.0,0.0
24.612,0.0,0.0
24.662,0.0,0.0
24.713,0.0,0.0
24.763,0.0,0.0
24.814,0.0,0.0
24.864,0.0,0.0
24.915,0.0,0.0
24.965,0.0,0.0
25.016,0.0,0.0
25.067,0.0,0.0
25.117,0.0,0.0
25.168,0.0,0.0
25.218,0.0,0.0
25.269,0.0,0.0
25.319,0.0,0.0
25.37,0.0,0.0
25.421,0.0,0.0
25.471,0.0,0.0
25.522,0.0,0.0
25.573,0.0,0.0
25.624,0.0,0.0
25.674,0.0,0.0
25.725,0.0,0.0
25.775,0.0,0.0
25.826,0.0,0.0
25.877,0.0,0.0
25.927,0.0,0.0
25.978,0.0,0.0
26.028,0.0,0.0
26.079,0.0,0.0
26.13,0.0,0.0
26.18,0.0,0.0
26.231,0.0,0.0
26.282,0.0,0.0
26.332,0.0,0.0
26.383,0.0,0.0
26.434,0.0,0.0
26.485,0.0,0.0
26.535,0.0,0.0
26.586,0.0,0.0
26.637,0.0,0.0
26.688,0.0,0.0
26.738,0.0,0.0
26.789,0.0,0.0
26.839,0.0,0.0
26.89,0.0,0.0
26.941,0.0,0.0
26.991,0.0,0.0
27.042,0.0,0.0
27.092,0.0,0.0
27.143,0.0,0.0
27.193,0.0,0.0
27.244,0.0,0.0
27.294,0.0,0.0
27.344,0.0,0.0
27.395,0.0,0.0
27.445,0.0,0.0
27.495,0.0,0.0
27.546,0.0,0.0
27.596,0.0,0.0
27.646,0.0,0.0
27.697,0.0,0.0
27.747,0.0,0.0
27.798,0.0,0.0
27.848,0.0,0.0
27.898,0.0,0.0
27.949,0.0,0.0
27.999,0.0,0.0
28.049,0.0,0.0
28.1,0.0,0.0
28.15,0.0,0.0
28.2,0.0,0.0
28.251,0.0,0.0
28.301,0.0,0.0
28.352,0.0,0.0
28.402,0.0,0.0
28.452,0.0,0.0
28.503,0.0,0.0
28.553,0.0,0.0
28.603,0.0,0.0
28.654,0.0,0.0
28.704,0.0,0.0
28.754,0.0,0.0
28.805,0.0,0.0
28.855,0.0,0.0
28.906,0.0,0.0
28.956,0.0,0.0
29.006,0.0,0.0
29.057,0.0,0.0
29.107,0.0,0.0
29.157,0.0,0.0
29.208,0.0,0.0
29.258,0.0,0.0
29.308,0.0,0.0
29.359,0.0,0.0
29.409,0.0,0.0
29.459,0.0,0.0
29.51,0.0,0.0
29.56,0.0,0.0
29.61,0.0,0.0
29.661,0.0,0.0
29.711,0.0,0.0
29.761,0.0,0.0
29.812,0.0,0.0
29.863,0.0,0.0
29.913,0.0,0.0
29.963,0.0,0.0
30.014,0.0,0.0
30.064,0.0,0.0
30.114,0.0,0.0
30.165,0.0,0.0
30.215,0.0,0.0
30.265,0.0,0.0
30.315,0.0,0.0
30.366,0.5369,0.5369
30.416,0.5369,0.5369
30.467,0.5369,0.5369
30.517,0.5369,0.5369
30.567,0.5369,0.5369
30.618,0.5369,0.5369
30.668,0.5369,0.5369
30.719,0.5369,0.5369
30.769,0.5369,0.5369
30.819,0.5369,0.5369
30.87,0.5369,0.5369
30.92,0.5369,0.5369
30.971,0.5369,0.5369
31.021,0.5369,0.5369
31.072,0.5369,0.5369
31.122,0.5369,0.5369
31.172,0.5369,0.5369
31.222,0.5369,0.5369
31.273,0.5369,0.5369
31.323,0.5369,0.5369
31.373,0.5369,0.5369
31.424,0.5369,0.5369
31.474,0.5369,0.5369
31.525,0.5369,0.5369
31.575,0.5369,0.5369
31.625,0.5369,0.5369
31.676,0.5369,0.5369
31.727,0.5369,0.5369
31.777,0.5369,0.5369
31.828,0.5369,0.5369
31.878,0.5369,0.5369
31.929,0.5369,0.5369
31.979,0.5369,0.5369
32.03,0.5369,0.5369
32.081,0.5369,0.5369
32.131,0.5369,0.5369
32.182,0.5369,0.5369
32.232,0.5369,0.5369
32.283,0.5369,0.5369
32.334,0.5369,0.5369
32.384,0.5369,0.5369
32.435,0.5369,0.5369
32.486,0.5369,0.5369
32.537,0.5369,0.5369
32.588,0.5369,0.5369
32.639,0.5369,0.5369
32.69,0.5369,0.5369
32.74,0.5369,0.5369
32.796,0.0,0.0
32.847,0.0,0.0
32.898,0.0,0.0
32.949,0.0,0.0
32.999,0.0,0.0
33.05,0.0,0.0
33.101,0.0,0.0
33.152,0.0,0.0
33.203,0.0,0.0
33.254,0.0,0.0
33.305,0.0,0.0
33.356,0.0,0.0
33.407,0.0,0.0
33.459,0.0,0.0
33.509,0.0,0.0
33.56,0.0,0.0
33.611,0.0,0.0
33.662,0.0,0.0
33.713,0.0,0.0
33.764,0.0,0.0
33.814,0.0,0.0
33.865,0.0,0.0
33.916,0.0,0.0
33.968,0.0,0.0
34.018,0.0,0.0
34.069,0.0,0.0
34.121,0.0,0.0
34.171,0.0,0.0
34.222,0.0,0.0
34.273,0.0,0.0
34.324,0.0,0.0
34.375,0.0,0.0
34.426,0.0,0.0
34.477,0.0,0.0
34.528,0.0,0.0
34.579,0.0,0.0
34.63,0.0,0.0
34.681,0.0,0.0
34.732,0.0,0.0
34.783,0.0,0.0
34.834,0.0,0.0
34.885,0.0,0.0
34.936,0.0,0.0
34.987,0.0,0.0
35.038,0.0,0.0
35.089,0.0,0.0
35.14,0.0,0.0
35.191,0.0,0.0
35.242,0.0,0.0
35.293,0.0,0.0
35.344,0.0,0.0
35.394,0.0,0.0
35.444,0.0,0.0
35.495,0.0,0.0
35.545,0.0,0.0
35.596,0.0,0.0
35.646,0.0,0.0
35.696,0.0,0.0
35.747,0.0,0.0
35.797,0.0,0.0
35.848,0.0,0.0
35.898,0.0,0.0
35.948,0.0,0.0
35.999,0.0,0.0
36.049,0.0,0.0
36.099,0.0,0.0
36.15,0.0,0.0
36.2,0.0,0.0
36.251,0.0,0.0
36.301,0.0,0.0
36.351,0.0,0.0
36.402,0.0,0.0
36.452,0.0,0.0
36.502,0.0,0.0
36.553,0.0,0.0
36.603,0.0,0.0
36.654,0.0,0.0
36.704,0.0,0.0
36.755,0.0,0.0
36.805,0.0,0.0
36.855,0.0,0.0
36.906,0.0,0.0
36.956,0.0,0.0
37.006,0.0,0.0
37.057,0.0,0.0
37.107,0.0,0.0
37.157,0.0,0.0
37.208,0.0,0.0
37.259,0.0,0.0
37.309,0.0,0.0
37.359,0.0,0.0
37.41,0.0,0.0
37.46,0.0,0.0
37.511,0.0,0.0
37.561,0.0,0.0
37.611,0.0,0.0
37.662,0.0,0.0
37.712,0.0,0.0
37.763,0.0,0.0
37.813,0.0,0.0
37.864,0.0,0.0
37.914,0.0,0.0
37.964,0.0,0.0
38.015,0.0,0.0
38.065,0.0,0.0
38.116,0.0,0.0
38.166,0.0,0.0
38.216,0.0,0.0
38.267,0.0,0.0
38.317,0.0,0.0
38.368,0.0,0.0
38.418,0.0,0.0
38.469,0.0,0.0
38.519,0.0,0.0
38.57,0.0,0.0
38.62,0.0,0.0
38.67,0.0,0.0
38.721,0.0,0.0
38.771,0.0,0.0
38.822,0.0,0.0
38.872,0.0,0.0
38.923,0.0,0.0
38.973,0.0,0.0
39.023,0.0,0.0
39.074,0.0,0.0
39.124,0.0,0.0
39.175,0.0,0.0
39.225,0.0,0.0
39.275,0.0,0.0
39.326,0.0,0.0
39.377,0.0,0.0
39.427,0.0,0.0
39.477,0.0,0.0
39.528,0.0,0.0
39.578,0.0,0.0
39.629,0.0,0.0
39.679,0.0,0.0
39.73,0.0,0.0
39.781,0.0,0.0
39.832,0.0,0.0
39.882,0.0,0.0
39.934,0.0,0.0
39.985,0.0,0.0
40.035,0.0,0.0
40.086,0.0,0.0
40.137,0.0,0.0
40.188,0.0,0.0
40.239,0.0,0.0
40.29,0.0,0.0
40.34,0.0,0.0
40.391,0.0,0.0
40.442,0.0,0.0
40.493,0.0,0.0
40.544,0.0,0.0
40.595,0.0,0.0
40.646,0.0,0.0
40.697,0.0,0.0
40.748,0.0,0.0
40.799,0.0,0.0
40.85,0.0,0.0
40.9,0.0,0.0
40.951,0.0,0.0
41.002,0.0,0.0
41.053,0.0,0.0
41.103,0.0,0.0
41.154,0.0,0.0
41.204,0.0,0.0
41.255,0.0,0.0
41.305,0.0,0.0
41.355,0.0,0.0
41.406,0.0,0.0
41.456,0.0,0.0
41.507,0.0,0.0
41.557,0.0,0.0
41.608,0.0,0.0
41.658,0.0,0.0
41.709,0.0,0.0
41.759,0.0,0.0
41.809,0.0,0.0
41.86,0.0,0.0
41.911,0.0,0.0
41.961,0.0,0.0
42.012,0.0,0.0
42.063,0.0,0.0
42.114,0.0,0.0
42.165,0.0,0.0
42.215,0.0,0.0
42.266,0.0,0.0
42.317,0.0,0.0
42.368,0.0,0.0
42.418,0.0,0.0
42.469,0.0,0.0
42.519,0.0,0.0
42.57,0.0,0.0
42.621,0.0,0.0
42.672,0.0,0.0
42.723,0.0,0.0
42.773,0.0,0.0
42.824,0.0,0.0
42.875,0.0,0.0
42.925,0.0,0.0
42.976,0.0,0.0
43.026,0.0,0.0
43.077,0.0,0.0
43.128,0.0,0.0
43.179,0.0,0.0
43.229,0.0,0.0
43.28,0.0,0.0
43.331,0.0,0.0
43.382,0.0,0.0
43.433,0.0,0.0
43.484,0.0,0.0
43.535,0.0,0.0
43.586,0.0,0.0
43.637,0.0,0.0
43.688,0.0,0.0
43.739,0.0,0.0
43.79,0.0,0.0
43.841,0.0,0.0
43.891,0.0,0.0
43.942,0.0,0.0
43.992,0.0,0.0
44.043,0.0,0.0
44.093,0.0,0.0
44.143,0.0,0.0
44.194,0.0,0.0
44.245,0.0,0.0
44.295,0.0,0.0
44.346,0.0,0.0
44.396,0.0,0.0
44.446,0.0,0.0
44.497,0.0,0.0
44.547,0.0,0.0
44.598,0.0,0.0
44.648,0.0,0.0
44.699,0.0,0.0
44.749,0.0,0.0
44.8,0.0,0.0
44.851,0.0,0.0
44.901,0.0,0.0
44.952,0.0,0.0
45.002,0.0,0.0
45.053,0.0,0.0
45.103,0.0,0.0
45.153,0.0,0.0
45.204,0.0,0.0
45.254,0.0,0.0
45.305,0.0,0.0
45.356,0.0,0.0
45.406,0.0,0.0
45.457,0.0,0.0
45.507,0.0,0.0
45.557,0.0,0.0
45.608,0.0,0.0
45.658,0.0,0.0
45.709,0.0,0.0
45.759,0.0,0.0
45.81,0.0,0.0
45.861,0.0,0.0
45.911,0.0,0.0
45.961,0.0,0.0
46.012,0.0,0.0
46.062,0.0,0.0
46.113,0.0,0.0
46.163,0.0,0.0
46.214,0.0,0.0
46.264,0.0,0.0
46.315,0.0,0.0
46.365,0.0,0.0
46.416,0.0,0.0
46.466,0.0,0.0
46.517,0.0,0.0
46.567,0.0,0.0
46.618,0.0,0.0
46.669,0.0,0.0
46.72,0.0,0.0
46.77,1.0737,1.0737
46.82,1.0737,1.0737
46.874,1.0737,1.0737
46.925,1.0737,1.0737
46.975,1.0737,1.0737
47.026,1.0737,1.0737
47.076,1.0737,1.0737
47.127,1.0737,1.0737
47.177,1.0737,1.0737
47.228,1.0737,1.0737
47.278,1.0737,1.0737
47.329,1.0737,1.0737
47.383,0.0,0.0
47.433,1.0737,1.0737
47.484,1.0737,1.0737
47.535,1.0737,1.0737
47.585,1.0737,1.0737
47.636,1.0737,1.0737
47.686,1.0737,1.0737
47.737,1.0737,1.0737
47.787,1.0737,1.0737
47.838,1.0737,1.0737
47.888,1.0737,1.0737
47.939,1.0737,1.0737
47.989,1.0737,1.0737
48.04,1.0737,1.0737
48.091,1.0737,1.0737
48.141,1.0737,1.0737
48.192,1.0737,1.0737
48.242,1.0737,1.0737
48.293,1.0737,1.0737
48.343,1.0737,1.0737
48.394,1.0737,1.0737
48.445,1.0737,1.0737
48.495,1.0737,1.0737
48.546,1.0737,1.0737
48.597,1.0737,1.0737
48.647,1.0737,1.0737
48.698,1.0737,1.0737
48.748,1.0737,1.0737
48.799,1.0737,1.0737
48.849,1.0737,1.0737
48.9,1.0737,1.0737
48.951,1.0737,1.0737
49.001,1.0737,1.0737
49.052,1.0737,1.0737
49.102,1.0737,1.0737
49.153,1.0737,1.0737
49.204,1.0737,1.0737
49.254,1.0737,1.0737
49.305,1.0737,1.0737
49.355,1.0737,1.0737
49.406,1.0737,1.0737
49.457,1.0737,1.0737
49.533,0.0,0.0
49.584,0.0,0.0
49.635,0.0,0.0
49.685,0.0,0.0
49.736,0.0,0.0
49.786,0.0,0.0
49.837,0.0,0.0
49.887,0.0,0.0
49.938,0.0,0.0
49.988,0.0,0.0
50.039,0.0,0.0
50.089,0.0,0.0
50.14,0.0,0.0
50.19,0.0,0.0
50.241,0.0,0.0
50.291,0.0,0.0
50.342,0.0,0.0
50.393,0.0,0.0
50.443,0.0,0.0
50.494,0.0,0.0
50.544,0.0,0.0
50.594,0.0,0.0
50.645,0.0,0.0
50.696,0.0,0.0
50.746,0.0,0.0
50.797,0.0,0.0
50.847,0.0,0.0
50.898,0.0,0.0
50.948,0.0,0.0
50.999,0.0,0.0
51.049,0.0,0.0
51.1,0.0,0.0
51.15,0.0,0.0
51.201,0.0,0.0
51.251,0.0,0.0
51.302,0.0,0.0
51.353,0.0,0.0
51.403,0.0,0.0
51.454,0.0,0.0
51.504,0.0,0.0
51.555,0.0,0.0
51.605,0.0,0.0
51.656,0.0,0.0
51.706,0.0,0.0
51.757,0.0,0.0
51.808,0.0,0.0
51.858,0.0,0.0
51.909,0.0,0.0
51.96,0.0,0.0
52.01,0.0,0.0
52.061,0.0,0.0
52.111,0.0,0.0
52.162,0.0,0.0
52.212,0.0,0.0
52.263,0.0,0.0
52.313,0.0,0.0
52.364,0.0,0.0
52.414,0.0,0.0
52.464,0.0,0.0
52.514,0.0,0.0
52.565,0.0,0.0
52.615,0.0,0.0
52.665,0.0,0.0
52.716,0.0,0.0
52.766,0.0,0.0
52.816,0.0,0.0
52.867,0.0,0.0
52.917,0.0,0.0
52.967,0.0,0.0
53.018,0.0,0.0
53.068,0.0,0.0
53.118,0.0,0.0
53.169,0.0,0.0
53.219,0.0,0.0
53.269,0.0,0.0
53.319,0.0,0.0
53.37,0.0,0.0
53.42,0.0,0.0
53.471,0.0,0.0
53.521,0.0,0.0
53.571,0.0,0.0
53.622,0.0,0.0
53.672,0.0,0.0
53.722,0.0,0.0
53.773,0.0,0.0
53.823,0.0,0.0
53.873,0.0,0.0
53.924,0.0,0.0
53.974,0.0,0.0
54.025,0.0,0.0
54.075,0.0,0.0
54.125,0.0,0.0
54.175,0.0,0.0
54.226,0.0,0.0
54.276,0.0,0.0
54.326,0.0,0.0
54.377,0.0,0.0
54.427,0.0,0.0
54.478,0.0,0.0
54.528,0.0,0.0
54.578,0.0,0.0
54.629,0.0,0.0
54.679,0.0,0.0
54.729,0.0,0.0
54.779,0.0,0.0
54.83,0.0,0.0
54.88,0.0,0.0
54.93,0.0,0.0
54.981,0.0,0.0
55.032,0.0,0.0
55.082,0.0,0.0
55.132,0.0,0.0
55.182,0.0,0.0
55.233,0.0,0.0
55.283,0.0,0.0
55.333,0.0,0.0
55.384,0.0,0.0
55.434,0.0,0.0
55.484,0.0,0.0
55.535,0.0,0.0
55.585,0.0,0.0
55.635,0.0,0.0
55.686,0.0,0.0
55.736,0.0,0.0
55.787,0.0,0.0
55.837,0.0,0.0
55.887,0.0,0.0
55.937,0.0,0.0
55.988,0.0,0.0
56.038,0.0,0.0
56.089,0.0,0.0
56.139,0.0,0.0
56.189,0.0,0.0
56.24,0.0,0.0
56.29,0.0,0.0
56.34,0.0,0.0
56.391,0.0,0.0
56.441,0.0,0.0
56.491,0.0,0.0
56.542,0.0,0.0
56.592,0.0,0.0
56.643,0.0,0.0
56.693,0.0,0.0
56.743,0.0,0.0
56.794,0.0,0.0
56.844,0.0,0.0
56.894,0.0,0.0
56.945,0.0,0.0
56.995,0.0,0.0
57.045,0.0,0.0
57.096,0.0,0.0
57.146,0.0,0.0
57.197,0.0,0.0
