time_s,allocated_gb,reserved_gb
57.247,0.0,0.0
57.297,0.0,0.0
57.348,0.0,0.0
57.398,0.0,0.0
57.448,0.0,0.0
57.499,0.0,0.0
57.549,0.0,0.0
57.599,0.0,0.0
57.649,0.0,0.0
57.7,0.0,0.0
57.751,0.0,0.0
57.801,0.0,0.0
57.851,0.0,0.0
57.902,0.0,0.0
57.952,0.0,0.0
58.002,0.0,0.0
58.053,0.0,0.0
58.103,0.0,0.0
58.153,0.0,0.0
58.204,0.0,0.0
58.254,0.0,0.0
58.305,0.0,0.0
58.355,0.0,0.0
58.405,0.0,0.0
58.456,0.0,0.0
58.506,0.0,0.0
58.556,0.0,0.0
58.606,0.0,0.0
58.657,0.0,0.0
58.707,0.0,0.0
58.758,0.0,0.0
58.808,0.0,0.0
58.859,0.0,0.0
58.909,0.0,0.0
58.959,0.0,0.0
59.01,0.0,0.0
59.06,0.0,0.0
59.11,0.0,0.0
59.161,0.0,0.0
59.211,0.0,0.0
59.261,0.0,0.0
59.312,0.0,0.0
59.362,0.0,0.0
59.413,0.0,0.0
59.463,0.0,0.0
59.513,0.0,0.0
59.563,0.0,0.0
59.614,0.0,0.0
59.664,0.0,0.0
59.714,0.0,0.0
59.765,0.0,0.0
59.815,0.0,0.0
59.866,0.0,0.0
59.916,0.0,0.0
59.966,0.0,0.0
60.017,0.0,0.0
60.067,0.0,0.0
60.117,0.0,0.0
60.167,0.0,0.0
60.218,0.0,0.0
60.268,0.0,0.0
60.318,0.0,0.0
60.369,0.0,0.0
60.419,0.0,0.0
60.47,0.0,0.0
60.52,0.0,0.0
60.57,0.0,0.0
60.62,0.0,0.0
60.671,0.0,0.0
60.721,0.0,0.0
60.771,0.0,0.0
60.822,0.0,0.0
60.872,0.0,0.0
60.923,0.0,0.0
60.973,0.0,0.0
61.023,0.0,0.0
61.073,0.0,0.0
61.124,0.0,0.0
61.174,0.0,0.0
61.224,0.0,0.0
61.275,0.0,0.0
61.325,0.0,0.0
61.375,0.0,0.0
61.426,0.0,0.0
61.476,0.0,0.0
61.527,0.0,0.0
61.577,0.0,0.0
61.627,0.0,0.0
61.678,0.0,0.0
61.728,0.0,0.0
61.778,0.0,0.0
61.829,0.0,0.0
61.879,0.0,0.0
61.929,0.0,0.0
61.98,0.0,0.0
62.03,0.0,0.0
62.081,0.0,0.0
62.131,0.0,0.0
62.181,0.0,0.0
62.232,0.0,0.0
62.282,0.0,0.0
62.332,0.0,0.0
62.383,0.0,0.0
62.433,0.0,0.0
62.483,1.0737,1.0737
62.534,1.0737,1.0737
62.584,1.0737,1.0737
62.635,1.0737,1.0737
62.685,1.0737,1.0737
62.736,1.0737,1.0737
62.786,1.0737,1.0737
62.836,1.0737,1.0737
62.887,1.0737,1.0737
62.937,1.0737,1.0737
62.987,1.0737,1.0737
63.038,1.0737,1.0737
63.089,1.0737,1.0737
63.139,1.0737,1.0737
63.189,1.0737,1.0737
63.24,1.0737,1.0737
63.29,1.0737,1.0737
63.342,1.0737,1.0737
63.393,1.0737,1.0737
63.443,1.0737,1.0737
63.493,1.0737,1.0737
63.544,1.0737,1.0737
63.594,1.0737,1.0737
63.645,1.0737,1.0737
63.695,1.0737,1.0737
63.745,1.0737,1.0737
63.796,1.0737,1.0737
63.846,1.0737,1.0737
63.897,1.0737,1.0737
63.947,1.0737,1.0737
63.997,1.0737,1.0737
64.048,1.0737,1.0737
64.098,1.0737,1.0737
64.149,1.0737,1.0737
64.199,1.0737,1.0737
64.25,1.0737,1.0737
64.3,1.0737,1.0737
64.351,1.0737,1.0737
64.401,1.0737,1.0737
64.452,1.0737,1.0737
64.502,1.0737,1.0737
64.552,1.0737,1.0737
64.603,1.0737,1.0737
64.653,1.0737,1.0737
64.704,1.0737,1.0737
64.755,1.0737,1.0737
64.805,1.0737,1.0737
64.855,1.0737,1.0737
64.906,1.0737,1.0737
64.956,1.0737,1.0737
65.007,1.0737,1.0737
65.057,1.0737,1.0737
65.107,1.0737,1.0737
65.158,1.0737,1.0737
65.209,1.0737,1.0737
65.259,1.0737,1.0737
65.31,1.0737,1.0737
65.36,1.0737,1.0737
65.411,1.0737,1.0737
65.461,1.0737,1.0737
65.512,1.0737,1.0737
65.562,1.0737,1.0737
65.612,1.0737,1.0737
65.663,1.0737,1.0737
65.713,1.0737,1.0737
65.764,1.0737,1.0737
65.815,1.0737,1.0737
65.865,1.0737,1.0737
65.916,1.0737,1.0737
65.966,1.0737,1.0737
66.017,1.0737,1.0737
66.067,1.0737,1.0737
66.117,1.0737,1.0737
66.168,1.0737,1.0737
66.218,1.0737,1.0737
66.269,1.0737,1.0737
66.32,1.0737,1.0737
66.37,1.0737,1.0737
66.421,1.0737,1.0737
66.471,1.0737,1.0737
66.522,1.0737,1.0737
66.572,1.0737,1.0737
66.623,1.0737,1.0737
66.674,1.0737,1.0737
66.724,1.0737,1.0737
66.775,1.0737,1.0737
66.825,1.0737,1.0737
66.876,1.0737,1.0737
66.927,1.0737,1.0737
66.977,1.0737,1.0737
67.027,1.0737,1.0737
67.078,0.0,1.0737
67.135,0.0,0.0
67.186,0.0,0.0
67.236,0.0,0.0
67.287,0.0,0.0
67.337,0.0,0.0
67.388,0.0,0.0
67.439,0.0,0.0
67.489,0.0,0.0
67.54,0.0,0.0
67.59,0.0,0.0
67.641,0.0,0.0
67.691,0.0,0.0
67.742,0.0,0.0
67.792,0.0,0.0
67.843,0.0,0.0
67.893,0.0,0.0
67.944,0.0,0.0
67.995,0.0,0.0
68.045,0.0,0.0
68.095,0.0,0.0
68.146,0.0,0.0
68.197,0.0,0.0
68.247,0.0,0.0
68.298,0.0,0.0
68.348,0.0,0.0
68.399,0.0,0.0
68.449,0.0,0.0
68.5,0.0,0.0
68.55,0.0,0.0
68.601,0.0,0.0
68.651,0.0,0.0
68.702,0.0,0.0
68.753,0.0,0.0
68.803,0.0,0.0
68.854,0.0,0.0
68.905,0.0,0.0
68.955,0.0,0.0
69.006,0.0,0.0
69.056,0.0,0.0
69.107,0.0,0.0
69.157,0.0,0.0
69.207,0.0,0.0
69.258,0.0,0.0
69.308,0.0,0.0
69.359,0.0,0.0
69.41,0.0,0.0
69.46,0.0,0.0
69.511,0.0,0.0
69.561,0.0,0.0
69.612,0.0,0.0
69.663,0.0,0.0
69.713,0.0,0.0
69.764,0.0,0.0
69.814,0.0,0.0
69.865,0.0,0.0
69.916,0.0,0.0
69.966,0.0,0.0
70.017,0.0,0.0
70.067,0.0,0.0
70.117,0.0,0.0
70.168,0.0,0.0
70.219,0.0,0.0
70.269,0.0,0.0
70.32,0.0,0.0
70.37,0.0,0.0
70.421,0.0,0.0
70.472,0.0,0.0
70.523,0.0,0.0
70.573,0.0,0.0
70.624,0.0,0.0
70.674,0.0,0.0
70.725,0.0,0.0
70.775,0.0,0.0
70.826,0.0,0.0
70.876,0.0,0.0
70.926,0.0,0.0
70.977,0.0,0.0
71.027,0.0,0.0
71.078,0.0,0.0
71.128,0.0,0.0
71.178,0.0,0.0
71.229,0.0,0.0
71.279,0.0,0.0
71.33,0.0,0.0
71.38,0.0,0.0
71.43,0.0,0.0
71.481,0.0,0.0
71.531,0.0,0.0
71.582,0.0,0.0
71.632,0.0,0.0
71.683,0.0,0.0
71.733,0.0,0.0
71.784,0.0,0.0
71.834,0.0,0.0
71.884,0.0,0.0
71.935,0.0,0.0
71.985,0.0,0.0
72.036,0.0,0.0
72.086,0.0,0.0
72.137,0.0,0.0
72.187,0.0,0.0
72.237,0.0,0.0
72.288,0.0,0.0
72.338,0.0,0.0
72.388,0.0,0.0
72.439,0.0,0.0
72.489,0.0,0.0
72.539,0.0,0.0
72.59,0.0,0.0
72.641,0.0,0.0
72.691,0.0,0.0
72.742,0.0,0.0
72.792,0.0,0.0
72.843,0.0,0.0
72.893,0.0,0.0
72.944,0.0,0.0
72.994,0.0,0.0
73.045,0.0,0.0
73.095,0.0,0.0
73.146,0.0,0.0
73.196,0.0,0.0
73.246,0.0,0.0
73.297,0.0,0.0
73.347,0.0,0.0
73.398,0.0,0.0
73.448,0.0,0.0
73.498,0.0,0.0
73.549,0.0,0.0
73.599,0.0,0.0
73.649,0.0,0.0
73.7,0.0,0.0
73.751,0.0,0.0
73.801,0.0,0.0
73.851,0.0,0.0
73.902,0.0,0.0
73.952,0.0,0.0
74.002,0.0,0.0
74.053,0.0,0.0
74.103,0.0,0.0
74.153,0.0,0.0
74.204,0.0,0.0
74.254,0.0,0.0
74.305,0.0,0.0
74.355,0.0,0.0
74.406,0.0,0.0
74.456,0.0,0.0
74.506,0.0,0.0
74.557,0.0,0.0
74.607,0.0,0.0
74.658,0.0,0.0
74.708,0.0,0.0
74.759,0.0,0.0
74.809,0.0,0.0
74.859,0.0,0.0
74.91,0.0,0.0
74.96,0.0,0.0
75.011,0.0,0.0
75.061,0.0,0.0
75.111,0.0,0.0
75.162,0.0,0.0
75.212,0.0,0.0
75.263,0.0,0.0
75.314,0.0,0.0
75.364,0.0,0.0
75.415,0.0,0.0
75.466,0.0,0.0
75.516,0.0,0.0
75.567,0.0,0.0
75.617,0.0,0.0
75.668,0.0,0.0
75.719,0.0,0.0
75.769,0.0,0.0
75.82,0.0,0.0
75.871,0.0,0.0
75.922,0.0,0.0
75.972,0.0,0.0
76.023,0.0,0.0
76.073,0.0,0.0
76.124,0.0,0.0
76.175,0.0,0.0
76.225,0.0,0.0
76.276,0.0,0.0
76.327,0.0,0.0
76.378,0.0,0.0
76.428,0.0,0.0
76.479,0.0,0.0
76.529,0.0,0.0
76.58,0.0,0.0
76.631,0.0,0.0
76.681,0.0,0.0
76.732,0.0,0.0
76.782,0.0,0.0
76.833,0.0,0.0
76.884,0.0,0.0
76.935,0.0,0.0
76.985,0.0,0.0
77.036,0.0,0.0
77.087,0.0,0.0
77.137,0.0,0.0
77.188,0.0,0.0
77.238,0.0,0.0
77.288,0.0,0.0
77.339,0.0,0.0
77.39,0.0,0.0
77.44,0.0,0.0
77.491,0.0,0.0
77.542,0.0,0.0
77.593,0.0,0.0
77.643,0.0,0.0
77.694,0.0,0.0
77.745,0.0,0.0
77.795,0.0,0.0
77.846,0.0,0.0
77.897,0.0,0.0
77.948,0.0,0.0
77.999,0.0,0.0
78.049,0.0,0.0
78.099,0.0,0.0
78.15,0.0,0.0
78.201,0.0,0.0
78.251,0.0,0.0
78.302,0.0,0.0
78.352,0.0,0.0
78.403,0.0,0.0
78.453,0.0,0.0
78.504,0.0,0.0
78.555,0.0,0.0
78.606,0.0,0.0
78.656,0.0,0.0
78.707,0.0,0.0
78.758,0.0,0.0
78.808,0.0,0.0
78.859,0.0,0.0
78.91,0.0,0.0
78.96,0.0,0.0
79.011,0.0,0.0
79.061,0.0,0.0
79.112,0.0,0.0
79.163,0.0,0.0
79.213,0.0,0.0
79.264,0.0,0.0
79.314,0.0,0.0
79.364,0.0,0.0
79.415,0.0,0.0
79.466,0.0,0.0
79.516,0.0,0.0
79.567,0.0,0.0
79.617,0.0,0.0
79.668,0.0,0.0
79.719,0.0,0.0
79.769,0.0,0.0
79.82,0.0,0.0
79.871,0.0,0.0
79.922,0.0,0.0
79.973,0.0,0.0
80.023,0.0,0.0
80.074,0.0,0.0
80.125,0.0,0.0
80.176,0.0,0.0
80.226,0.0,0.0
80.277,0.0,0.0
80.328,0.0,0.0
80.379,0.0,0.0
80.429,0.0,0.0
80.48,0.0,0.0
80.531,0.0,0.0
80.582,0.0,0.0
80.633,0.0,0.0
80.684,0.0,0.0
80.734,0.2097,0.2097
80.785,0.2097,0.2118
80.836,0.2097,0.2118
80.887,0.2097,0.2118
80.96,0.0,0.0021
81.01,0.2097,0.2118
81.061,0.2097,0.2118
81.137,0.0,0.0021
81.189,0.4194,0.4215
81.24,0.4194,0.4215
81.308,0.2097,0.2118
81.359,0.0,0.2118
81.41,0.0,0.2118
81.461,0.0,0.2118
81.512,0.0,0.2118
81.563,0.0,0.2118
81.614,0.0,0.2118
81.665,0.0,0.2118
81.715,0.0,0.2118
81.766,0.0,0.2118
81.817,0.0,0.2118
81.868,0.0,0.2118
81.921,0.0,0.2118
81.972,0.0,0.2118
82.022,0.0,0.2118
82.073,0.0,0.2118
82.124,0.0,0.2118
82.174,0.0,0.2118
82.225,0.0,0.2118
82.276,0.0,0.2118
82.326,0.0,0.2118
82.377,0.0,0.2118
82.428,0.0,0.2118
82.478,0.0,0.2118
82.529,0.0,0.2118
82.58,0.0,0.2118
82.63,0.0,0.2118
82.681,0.0,0.2118
82.732,0.0,0.2118
82.783,0.0,0.2118
82.834,0.0,0.2118
82.884,0.0,0.2118
82.935,0.0,0.2118
82.986,0.0,0.2118
83.038,0.0,0.2118
83.089,0.0,0.2118
83.14,0.0,0.2118
83.19,0.0,0.2118
83.242,0.0,0.2118
83.292,0.0,0.2118
83.343,0.0,0.2118
83.393,0.0,0.2118
83.444,0.0,0.2118
83.502,0.0005,0.0021
83.553,0.001,0.0021
83.604,0.001,0.0021
83.655,0.001,0.0021
83.705,0.001,0.0021
83.756,0.001,0.0021
83.807,0.1085,0.1132
83.858,0.117,0.1342
83.908,0.1232,0.1363
83.959,0.0438,0.0755
84.01,0.0438,0.0755
84.061,0.0438,0.0755
84.112,0.0438,0.0755
84.162,0.0438,0.0755
84.213,0.1214,0.1636
84.263,0.0436,0.0566
84.314,0.0436,0.0566
84.365,0.0436,0.0566
84.415,0.0436,0.0566
84.466,0.0436,0.0566
84.517,0.1212,0.1657
84.568,0.0433,0.0776
84.619,0.0433,0.0776
84.669,0.0433,0.0776
84.72,0.0433,0.0776
84.771,0.1208,0.1657
84.821,0.0436,0.0776
84.872,0.0436,0.0776
84.923,0.0436,0.0776
84.974,0.0436,0.0776
85.025,0.1212,0.1657
85.075,0.0436,0.0545
85.126,0.0436,0.0545
85.177,0.0436,0.0545
85.228,0.0436,0.0545
85.278,0.1212,0.1342
85.329,0.0433,0.0776
85.379,0.0433,0.0776
85.43,0.0433,0.0776
85.48,0.0433,0.0776
85.531,0.0433,0.0776
85.581,0.1208,0.1657
85.632,0.1208,0.1657
85.682,0.1208,0.1657
85.733,0.1208,0.1657
85.783,0.1208,0.1657
85.835,0.1208,0.1657
85.885,0.1212,0.1678
85.936,0.1212,0.1678
85.986,0.1212,0.1678
86.037,0.1212,0.1678
86.087,0.1212,0.1678
86.138,0.1695,0.1971
86.188,0.1212,0.1363
86.239,0.1212,0.1363
86.289,0.1212,0.1363
86.34,0.1212,0.1363
86.39,0.2278,0.2475
86.441,0.1208,0.1594
86.491,0.1208,0.1594
86.542,0.1208,0.1594
86.592,0.1208,0.1594
86.643,0.1212,0.1363
86.693,0.1212,0.1363
86.744,0.1212,0.1363
86.795,0.1212,0.1363
86.847,0.1296,0.1363
86.908,0.1208,0.1573
86.971,0.0085,0.021
87.022,0.0085,0.021
87.072,0.0085,0.021
87.123,0.0085,0.021
87.173,0.0085,0.021
87.224,0.0085,0.021
87.274,0.0085,0.021
87.353,0.0085,0.021
87.403,0.0085,0.021
87.454,0.0085,0.021
87.504,0.0085,0.021
87.555,0.0085,0.021
87.605,0.0085,0.021
87.656,0.0085,0.021
87.706,0.0085,0.021
87.757,0.0085,0.021
87.807,0.0085,0.021
87.858,0.0085,0.021
87.908,0.0085,0.021
87.959,0.0085,0.021
88.009,0.0085,0.021
88.06,0.0085,0.021
88.111,0.0085,0.021
88.161,0.0756,0.0881
88.212,0.0756,0.0881
88.291,0.0085,0.021
88.342,0.0085,0.021
88.392,0.0085,0.021
88.443,0.0085,0.021
88.493,0.0085,0.021
88.544,0.0085,0.021
88.594,0.0085,0.021
88.645,0.0085,0.021
88.695,0.0085,0.021
88.746,0.0085,0.021
88.796,0.0085,0.021
88.847,0.0085,0.021
88.897,0.0085,0.021
88.948,0.0085,0.021
88.999,0.0085,0.021
89.049,0.0085,0.021
89.099,0.0085,0.021
89.15,0.0085,0.021
89.2,0.0085,0.021
89.251,0.0085,0.021
89.301,0.0085,0.021
89.352,0.0085,0.021
89.402,0.0085,0.021
89.453,0.0085,0.021
89.504,0.0085,0.021
89.554,0.0085,0.021
89.605,0.0085,0.021
89.655,0.0085,0.021
89.706,0.0085,0.021
89.756,0.0085,0.021
89.807,0.0085,0.021
89.857,0.0085,0.021
89.908,0.1427,0.1552
89.959,0.1427,0.1552
90.01,0.1427,0.1552
90.06,0.1427,0.1552
90.111,0.1427,0.1552
90.161,0.0085,0.021
90.211,0.0085,0.021
90.262,0.0085,0.021
90.312,0.0085,0.021
90.363,0.0085,0.021
90.413,0.0085,0.021
90.464,0.0085,0.021
90.515,0.0085,0.021
90.565,0.0085,0.021
90.616,0.0085,0.021
90.666,0.0085,0.021
90.717,0.0085,0.021
90.768,0.0085,0.021
90.818,0.0085,0.021
90.869,0.0085,0.021
90.92,0.0085,0.021
90.97,0.0085,0.021
91.021,0.0085,0.021
91.071,0.0085,0.021
91.122,0.0085,0.021
91.172,0.0085,0.021
91.223,0.0085,0.021
91.273,0.0085,0.021
91.324,0.0085,0.021
91.374,0.0085,0.021
91.425,0.0085,0.021
91.475,0.0085,0.021
91.526,0.0085,0.021
91.576,0.0085,0.021
91.627,0.0085,0.021
91.677,0.0085,0.021
91.728,0.0085,0.021
91.778,0.0085,0.021
91.829,0.0085,0.021
91.88,0.0085,0.021
91.93,0.0085,0.021
91.981,0.0085,0.021
92.032,0.0085,0.021
92.082,0.0085,0.021
92.133,0.0085,0.021
92.183,0.0085,0.021
92.234,0.0085,0.021
92.284,0.0085,0.021
92.335,0.0085,0.021
92.385,0.0085,0.021
92.436,0.0085,0.021
92.487,0.0085,0.021
92.537,0.0085,0.021
92.588,0.0085,0.021
92.639,0.0085,0.021
92.689,0.0085,0.021
92.74,0.0085,0.021
92.79,0.0085,0.021
92.841,0.0085,0.021
92.891,0.0085,0.021
92.943,0.0085,0.021
92.993,0.0085,0.021
93.044,0.0085,0.021
93.094,0.0085,0.021
93.145,0.0085,0.021
93.195,0.0085,0.021
93.246,0.0085,0.021
93.297,0.0085,0.021
93.347,0.0085,0.021
93.398,0.0085,0.021
93.448,0.0085,0.021
93.501,0.0085,0.021
93.551,0.277,0.2894
93.601,0.277,0.2894
93.652,0.277,0.2894
93.702,0.277,0.2894
93.752,0.277,0.2894
93.803,0.277,0.2894
93.854,0.277,0.2894
93.905,0.277,0.2894
93.955,0.0085,0.021
94.005,0.0085,0.021
94.056,0.0085,0.021
94.106,0.0085,0.021
94.157,0.0085,0.021
94.207,0.0085,0.021
94.257,0.0085,0.021
94.308,0.0085,0.021
94.358,0.0085,0.021
94.409,0.0085,0.021
94.459,0.0085,0.021
94.51,0.0085,0.021
94.56,0.0085,0.021
94.61,0.0085,0.021
94.661,0.0085,0.021
94.711,0.0085,0.021
94.762,0.0085,0.021
94.812,0.0085,0.021
94.862,0.0085,0.021
94.913,0.0085,0.021
94.963,0.0085,0.021
95.013,0.0085,0.021
95.064,0.0085,0.021
95.114,0.0085,0.021
95.165,0.0085,0.021
95.215,0.0085,0.021
95.265,0.0085,0.021
95.316,0.0085,0.021
95.366,0.0085,0.021
95.416,0.0085,0.021
95.467,0.0085,0.021
95.517,0.0085,0.021
95.568,0.0085,0.021
95.618,0.0085,0.021
95.669,0.0085,0.021
95.719,0.0085,0.021
95.77,0.0085,0.021
95.82,0.0085,0.021
95.871,0.0085,0.021
95.921,0.0085,0.021
95.971,0.0085,0.021
96.022,0.0085,0.021
96.072,0.0085,0.021
96.122,0.0085,0.021
96.173,0.0085,0.021
96.223,0.0085,0.021
96.274,0.0085,0.021
96.324,0.0085,0.021
96.375,0.0085,0.021
96.425,0.0085,0.021
96.475,0.0085,0.021
96.526,0.0085,0.021
96.576,0.0085,0.021
96.626,0.0085,0.021
96.677,0.0085,0.021
96.727,0.0085,0.021
96.778,0.0085,0.021
96.828,0.0085,0.021
96.878,0.0085,0.021
96.929,0.0085,0.021
96.979,0.0085,0.021
97.029,0.0085,0.021
97.08,0.0085,0.021
97.13,0.0085,0.021
97.18,0.0085,0.021
97.231,0.0085,0.021
97.282,0.0085,0.021
97.332,0.0085,0.021
97.382,0.0085,0.021
97.433,0.0085,0.021
97.483,0.0085,0.021
97.533,0.0085,0.021
97.584,0.0085,0.021
97.634,0.0085,0.021
97.685,0.0085,0.021
97.735,0.0085,0.021
97.786,0.0085,0.021
97.836,0.0085,0.021
97.887,0.0085,0.021
97.938,0.0085,0.021
97.988,0.0085,0.021
98.039,0.0085,0.021
98.089,0.0085,0.021
98.139,0.0085,0.021
98.19,0.0085,0.021
98.24,0.0085,0.021
98.291,0.0085,0.021
98.342,0.0085,0.021
98.392,0.0085,0.021
98.443,0.0085,0.021
98.493,0.0085,0.021
98.544,0.0085,0.021
98.595,0.0085,0.021
98.645,0.0085,0.021
98.696,0.0085,0.021
98.746,0.0085,0.021
98.797,0.0085,0.021
98.847,0.0085,0.021
98.898,0.0085,0.021
98.949,0.0085,0.021
98.999,0.0085,0.021
99.05,0.0085,0.021
99.1,0.0085,0.021
99.15,0.0085,0.021
99.201,0.0085,0.021
99.251,0.0085,0.021
99.302,0.0085,0.021
99.352,0.0085,0.021
99.403,0.0085,0.021
99.454,0.0085,0.021
99.504,0.0085,0.021
99.555,0.0085,0.021
99.605,0.0085,0.021
99.656,0.0085,0.021
99.706,0.0085,0.021
99.756,0.0085,0.021
99.807,0.0085,0.021
99.857,0.0085,0.021
99.908,0.0085,0.021
99.959,0.0085,0.021
100.009,0.0085,0.021
100.06,0.0085,0.021
100.11,0.0085,0.021
100.161,0.0085,0.021
100.211,0.0085,0.021
100.262,0.0085,0.021
100.312,0.0085,0.021
100.362,0.0085,0.021
100.413,0.0085,0.021
100.463,0.0085,0.021
100.514,0.0085,0.021
100.565,0.0085,0.021
100.616,0.5454,0.5578
100.666,0.5454,0.5578
100.717,0.5454,0.5578
100.767,0.5454,0.5578
100.821,0.0085,0.021
100.871,0.5454,0.5578
100.922,0.5454,0.5578
100.972,0.5454,0.5578
101.023,0.5454,0.5578
101.074,0.5454,0.5578
101.124,0.5454,0.5578
101.175,0.5454,0.5578
101.226,0.5454,0.5578
101.276,0.5454,0.5578
101.327,0.5454,0.5578
101.377,0.5454,0.5578
101.428,0.0085,0.021
101.478,0.0085,0.021
101.528,0.0085,0.021
101.579,0.0085,0.021
101.629,0.0085,0.021
101.68,0.0085,0.021
101.73,0.0085,0.021
101.78,0.0085,0.021
101.831,0.0085,0.021
101.881,0.0085,0.021
101.932,0.0085,0.021
101.982,0.0085,0.021
102.032,0.0085,0.021
102.083,0.0085,0.021
102.133,0.0085,0.021
102.183,0.0085,0.021
102.234,0.0085,0.021
102.284,0.0085,0.021
102.335,0.0085,0.021
102.385,0.0085,0.021
102.435,0.0085,0.021
102.486,0.0085,0.021
102.536,0.0085,0.021
102.587,0.0085,0.021
102.637,0.0085,0.021
102.688,0.0085,0.021
102.738,0.0085,0.021
102.789,0.0085,0.021
102.839,0.0085,0.021
102.89,0.0085,0.021
102.94,0.0085,0.021
102.991,0.0085,0.021
103.041,0.0085,0.021
103.091,0.0085,0.021
103.142,0.0085,0.021
103.193,0.0085,0.021
103.243,0.0085,0.021
103.294,0.0085,0.021
103.344,0.0085,0.021
103.395,0.0085,0.021
103.445,0.0085,0.021
103.496,0.0085,0.021
103.546,0.0085,0.021
103.597,0.0085,0.021
103.647,0.0085,0.021
103.698,0.0085,0.021
103.748,0.0085,0.021
103.799,0.0085,0.021
103.849,0.0085,0.021
103.9,0.0085,0.021
103.95,0.0085,0.021
104.0,0.0085,0.021
104.05,0.0085,0.021
104.101,0.0085,0.021
104.151,0.0085,0.021
104.202,0.0085,0.021
104.252,0.0085,0.021
104.302,0.0085,0.021
104.352,0.0085,0.021
104.403,0.0085,0.021
104.453,0.0085,0.021
104.503,0.0085,0.021
104.554,0.0085,0.021
104.604,0.0085,0.021
104.654,0.0085,0.021
104.705,0.0085,0.021
104.755,0.0085,0.021
104.805,0.0085,0.021
104.856,0.0085,0.021
104.906,0.0085,0.021
104.956,0.0085,0.021
105.007,0.0085,0.021
105.057,0.0085,0.021
105.108,0.0085,0.021
105.158,0.0085,0.021
105.208,0.0085,0.021
105.259,0.0085,0.021
105.31,0.0085,0.021
105.36,0.0085,0.021
105.411,0.0085,0.021
105.461,0.0085,0.021
105.512,0.0085,0.021
105.562,0.0085,0.021
105.613,0.0085,0.021
105.663,0.0085,0.021
105.714,0.0085,0.021
105.764,0.0085,0.021
105.815,0.0085,0.021
105.865,0.0085,0.021
105.916,0.0085,0.021
105.966,0.0085,0.021
106.017,0.0085,0.021
106.067,0.0085,0.021
106.118,0.0085,0.021
106.168,0.0085,0.021
106.219,0.0085,0.021
106.269,0.0085,0.021
106.32,0.0085,0.021
106.37,0.0085,0.021
106.421,0.0085,0.021
106.471,0.0085,0.021
106.522,0.0085,0.021
106.572,0.0085,0.021
106.623,0.0085,0.021
106.673,0.0085,0.021
106.724,0.0085,0.021
106.774,0.0085,0.021
106.825,0.0085,0.021
106.875,0.0085,0.021
106.926,0.0085,0.021
106.976,0.0085,0.021
107.027,0.0085,0.021
107.077,0.0085,0.021
107.128,0.0085,0.021
107.178,0.0085,0.021
107.228,0.0085,0.021
107.279,0.0085,0.021
107.329,0.0085,0.021
107.38,0.0085,0.021
107.431,0.0085,0.021
107.481,0.0085,0.021
107.532,0.0085,0.021
107.582,0.0085,0.021
107.633,0.0085,0.021
107.683,0.0085,0.021
107.733,0.0085,0.021
107.784,0.0085,0.021
107.834,0.0085,0.021
107.885,0.0085,0.021
107.935,0.0085,0.021
107.986,0.0085,0.021
108.037,0.0085,0.021
108.087,0.0085,0.021
108.138,0.0085,0.021
108.188,0.0085,0.021
108.239,0.0085,0.021
108.289,0.0085,0.021
108.34,0.0085,0.021
108.39,0.0085,0.021
108.441,0.0085,0.021
108.491,0.0085,0.021
108.542,0.0085,0.021
108.592,0.0085,0.021
108.643,0.0085,0.021
108.693,0.0085,0.021
108.744,0.0085,0.021
108.794,0.0085,0.021
108.845,0.0085,0.021
108.895,0.0085,0.021
108.946,0.0085,0.021
108.996,0.0085,0.021
109.047,0.0085,0.021
109.098,0.0085,0.021
109.148,0.0085,0.021
109.199,0.0085,0.021
109.249,0.0085,0.021
109.3,0.0085,0.021
109.35,0.0085,0.021
109.4,0.0085,0.021
109.451,0.0085,0.021
109.502,0.0085,0.021
109.552,0.0085,0.021
109.603,0.0085,0.021
109.653,0.0085,0.021
109.704,0.0085,0.021
109.754,0.0085,0.021
109.805,0.0085,0.021
109.855,0.0085,0.021
109.906,0.0085,0.021
109.956,0.0085,0.021
110.007,0.0085,0.021
110.057,0.0085,0.021
110.108,0.0085,0.021
110.159,0.0085,0.021
110.209,0.0085,0.021
110.26,0.0085,0.021
110.31,0.0085,0.021
110.36,0.0085,0.021
110.411,0.0085,0.021
110.462,0.0085,0.021
110.512,0.0085,0.021
110.562,0.0085,0.021
110.613,0.0085,0.021
110.664,0.0085,0.021
110.714,0.0085,0.021
110.765,0.0085,0.021
110.815,0.0085,0.021
110.866,0.0085,0.021
110.916,0.0085,0.021
110.967,0.0085,0.021
111.017,0.0085,0.021
111.068,0.0085,0.021
111.119,0.0085,0.021
111.169,0.0085,0.021
111.22,0.0085,0.021
111.27,0.0085,0.021
111.321,0.0085,0.021
111.371,0.0085,0.021
111.422,0.0085,0.021
111.472,0.0085,0.021
111.523,0.0085,0.021
111.573,0.0085,0.021
111.624,0.0085,0.021
111.674,0.0085,0.021
111.725,0.0085,0.021
111.776,0.0085,0.021
111.826,0.0085,0.021
111.877,0.0085,0.021
111.927,0.0085,0.021
111.977,0.0085,0.021
112.028,0.0085,0.021
112.078,0.0085,0.021
112.128,0.0085,0.021
112.178,0.0085,0.021
112.229,0.0085,0.021
112.279,0.0085,0.021
112.33,0.0085,0.021
112.38,0.0085,0.021
112.43,0.0085,0.021
